"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"ETERNAL","ETERNAL LIMITED","Postal Ballot","Zomato Limited has informed the Exchange about Notice of Postal Ballot","25-Jun-2022 09:35:30","2022-06-25 09:35:30","25-Jun-2022 09:35:34","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_25062022093530_Zomato_PBIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Schedule of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the Exchange that Company will hold its investor conference call on Saturday, June 25, 2022 at 5:00 PM (IST) to discuss the proposed acquisition of Blinkit","24-Jun-2022 20:41:36","2022-06-24 20:41:36","24-Jun-2022 20:41:40","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_24062022204136_Investorcall_SXfiling_v031.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Please find attached shareholders��� letter on Zomato's proposed acquisition of Blinkit","24-Jun-2022 19:53:20","2022-06-24 19:53:20","24-Jun-2022 19:53:23","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_24062022195320_Zomato_ProposedAcquisitionofBlinkit.pdf"
"ETERNAL","ETERNAL LIMITED","Outcome of Board Meeting","Zomato Limited  has informed the Exchange about outcome of Board Meeting held on 24-Jun-2022.","24-Jun-2022 19:00:53","2022-06-24 19:00:53","24-Jun-2022 19:00:58","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_24062022190053_ZomatoOutcome1.pdf"
"ETERNAL","ETERNAL LIMITED","Schedule of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the exchange about schedule of analyst/institutional investor meet/Con. Call ","07-Jun-2022 17:20:57","2022-06-07 17:20:57","07-Jun-2022 17:21:00","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_07062022172056_ZomatoIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Related Party Transaction","Zomato Limited has informed the Exchange about related party transaction for the half year ended on March 31, 2022","07-Jun-2022 14:36:26","2022-06-07 14:36:26","07-Jun-2022 14:36:31","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_07062022143626_Zomatointimation.pdf"
"ETERNAL","ETERNAL LIMITED","Transcript of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has submitted to the exchange transcript of earnings conference call conducted on May 24, 2022","30-May-2022 00:03:24","2022-05-30 00:03:24","30-May-2022 00:03:27","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_30052022000323_Zomatoearningscalltrancsript.pdf"
"ETERNAL","ETERNAL LIMITED","Newspaper Advertisements","Zomato Limited has informed the exchange about newspaper publication of the consolidated financial Results for the quarter and year ended March 31, 2022","25-May-2022 16:34:30","2022-05-25 16:34:30","25-May-2022 16:34:35","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_25052022163430_Zomato_newspaper.pdf"
"ETERNAL","ETERNAL LIMITED","Recording of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the Exchange that audio recording of earnings call conducted on May 24, 2022 has been uploaded on the website of the Company","24-May-2022 23:52:37","2022-05-24 23:52:37","24-May-2022 23:52:42","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_24052022235237_ZomatoEarningsrecording1.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has filed with the Exchange, statement on deviation or variation in utilisation of funds, if any raised through Initial Public Offer for the quarter ended March 31, 2022 under Reg. 32 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.","23-May-2022 19:59:34","2022-05-23 19:59:34","23-May-2022 19:59:37","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_23052022195933_ZomatoIntimationSDA.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates","Zomato Limited has submitted to the Exchange, the financial results for the period ended March 31, 2022.","23-May-2022 17:52:53","2022-05-23 17:52:53","23-May-2022 17:54:05","00:01:12","https://nsearchives.nseindia.com/corporate/ZomatoOutcome_23052022175253.pdf"
"ETERNAL","ETERNAL LIMITED","Outcome of Board Meeting","Pursuant to Regulations 30 and 33 and other applicable provisions of the Listing Regulations, we wish to inform you that the board of directors of Zomato Limited at its meeting held today i.e May 23, 2022, inter alia, has considered, approved and taken on record the financial results (standalone & consolidated) for the quarter and financial year ended March 31, 2022. Attached are the financial results (standalone & consolidated) for the quarter and financial year ended March 31, 2022 along with audit report issued by Deloitte Haskins & Sells, shareholders letter and declaration w.r.t unmodified opinion on the audit report.","23-May-2022 17:44:37","2022-05-23 17:44:37","23-May-2022 17:44:44","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_23052022174437_ZomatoOutcome.pdf"
"ETERNAL","ETERNAL LIMITED","Schedule of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the exchange that Company will hold earnings conference call on Tuesday, May 24, 2022 at 5.30 PM IST, to discuss the financial results of the Company for the quarter and financial year ended March 31, 2022.Participants are facing some technical issues in registering for the call through the link shared. Please use this link for registering for the call.","19-May-2022 19:58:37","2022-05-19 19:58:37","19-May-2022 19:58:40","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_19052022195837_ZomatoScheduleofEarningsCallQ4FY202122..pdf"
"ETERNAL","ETERNAL LIMITED","Schedule of Analysts/Institutional Investor Meet/Con. Call","Zomato Limited has informed the exchange that Company will hold earnings conference call on Tuesday, May 24, 2022 at 5.30 PM IST, to discuss the financial results of the Company for the quarter and financial year ended March 31, 2022.","19-May-2022 18:14:09","2022-05-19 18:14:09","19-May-2022 18:14:13","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_19052022181356_Zomatointimationearning.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESPS/SBEB Scheme","Zomato Limited has intimated the Exchange about allotment of 17, 21,900 equity shares pursuant to exercise of options under Zomato Employee Stock Option Plan 2018","16-May-2022 19:04:04","2022-05-16 19:04:04","16-May-2022 19:04:07","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_16052022190402_Zomatointimationallotment.pdf"
"ETERNAL","ETERNAL LIMITED","Monitoring Agency Report","Zomato Limited has informed the Exchange about Monitoring Agency Report issued by Kotak Mahindra Bank Limited for the quarter ended March 31, 2022","13-May-2022 20:37:15","2022-05-13 20:37:15","13-May-2022 20:37:22","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_13052022203715_ZomatoIntimationmonitoringagency.pdf"
"ETERNAL","ETERNAL LIMITED","General updates","Zomato Limited has informed the Exchange about Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018","19-Apr-2022 23:34:02","2022-04-19 23:34:02","19-Apr-2022 23:34:06","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_19042022233359_Zomato74Certificate.pdf"
"ETERNAL","ETERNAL LIMITED","Litigations/Disputes/Regulatory actions","Zomato Limited has informed the Exchange about order passed by the Hon'ble Competition Commission of India.","05-Apr-2022 13:15:58","2022-04-05 13:15:58","05-Apr-2022 13:16:10","00:00:12","https://nsearchives.nseindia.com/corporate/ZOMATO_05042022131558_ZomatoIntimationCCI.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the exchange about completion of acquisition of securities in Mukunda Foods Private Limited","25-Mar-2022 18:46:58","2022-03-25 18:46:58","25-Mar-2022 18:47:01","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_25032022184648_ZomatoIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Liquidation","Zomato Limited has informed the Exchange about dissolution of Zomato Canada Inc, step down subsidiary of the Company w.e.f. March 22, 2022","23-Mar-2022 19:27:42","2022-03-23 19:27:42","23-Mar-2022 19:27:51","00:00:09","https://nsearchives.nseindia.com/corporate/ZOMATO_23032022192736_ZomatoIntimationCanadaClosure.pdf"
"ETERNAL","ETERNAL LIMITED","Closure of trading window","Zomato Limited has informed the Exchange about closure of trading window pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015.","16-Mar-2022 17:48:51","2022-03-16 17:48:51","16-Mar-2022 17:48:57","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_16032022174848_ZomatoIntimationTradingwindow.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the Exchange about (a)	acquisition of securities in Mukunda Foods Private Limited for an aggregate cash consideration of INR equivalent of US$5 million and (b)	grant of loan up to INR equivalent of US$150 million to Grofers India Private Limited ","15-Mar-2022 18:49:15","2022-03-15 18:49:15","15-Mar-2022 18:49:20","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_15032022184911_ZomatoIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the Exchange about incorporation of Zomato Financial Services Limited, wholly owned subsidiary of the Company","26-Feb-2022 13:16:11","2022-02-26 13:16:11","26-Feb-2022 13:16:16","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_26022022131611_Zomato_Intimation.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the Exchange about Copy of Newspaper Publication of un-audited financial results for the quarter and nine months ended December 31, 2021.","14-Feb-2022 15:42:44","2022-02-14 15:42:44","14-Feb-2022 15:43:03","00:00:19","https://nsearchives.nseindia.com/corporate/ZOMATO_14022022154244_ZomatoIntimationNewspaperPublication.pdf"
"ETERNAL","ETERNAL LIMITED","Monitoring Agency Report","Monitoring Agency Report for the quarter ended December 31, 2021 issued by the Kotak Mahindra Bank Limited, Monitoring Agency.","11-Feb-2022 13:48:49","2022-02-11 13:48:49","11-Feb-2022 13:49:01","00:00:12","https://nsearchives.nseindia.com/corporate/ZOMATO_11022022134849_ZomatoMonitoringAgencyReporDec21.pdf"
"ETERNAL","ETERNAL LIMITED","Statement of deviation(s) or variation(s) under Reg. 32","Zomato Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32","11-Feb-2022 00:17:44","2022-02-11 00:17:44","11-Feb-2022 00:17:56","00:00:12","https://nsearchives.nseindia.com/corporate/ZOMATO_11022022001744_Statementofdeviation.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates","Zomato Limited has submitted to the Exchange, the financial results for the period ended December 31, 2021.","10-Feb-2022 17:24:59","2022-02-10 17:24:59","10-Feb-2022 17:27:01","00:02:02","https://nsearchives.nseindia.com/corporate/ZomatoOutcomeBoardMeetingResults_10022022172459.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the Exchange that Company has completed acquisition of securities in Adonmo Private Limited and Urban Piper Technology Private Limited","01-Feb-2022 02:00:54","2022-02-01 02:00:54","01-Feb-2022 02:01:02","00:00:08","https://nsearchives.nseindia.com/corporate/ZOMATO_01022022020054_ZLintimationacqusition.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed the Exchange that nomination and remuneration committee of the Company at its meeting held today i.e., January 31, 2022 approved allotment of 5,42,700 equity shares pursuant to exercise of ESOPs under Zomato Employee Stock Option Plan 2018.","31-Jan-2022 21:59:48","2022-01-31 21:59:48","31-Jan-2022 21:59:56","00:00:08","https://nsearchives.nseindia.com/corporate/ZOMATO_31012022215948_ZLIntimationESOPallotment.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the Exchange about proposed investments and setting up of wholly owned subsidiary.","27-Jan-2022 23:21:07","2022-01-27 23:21:07","27-Jan-2022 23:21:22","00:00:15","https://nsearchives.nseindia.com/corporate/ZOMATO_27012022232107_ZomatoStockExchangeIntimationAcquistion.pdf"
"ETERNAL","ETERNAL LIMITED","Price movement","Significant movement in price has been observed in Zomato Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Zomato Limited has submitted their response.","26-Jan-2022 00:52:00","2022-01-26 00:52:00","26-Jan-2022 00:52:16","00:00:16","https://nsearchives.nseindia.com/corporate/ZOMATO_26012022005203_ZL_Intimation.pdf"
"ETERNAL","ETERNAL LIMITED","Price movement","Significant movement in price has been observed in Zomato Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.","25-Jan-2022 17:31:00","2022-01-25 17:31:00","25-Jan-2022 17:31:11","00:00:11","-"
"ETERNAL","ETERNAL LIMITED","Diversification/Disinvestment","Zomato Limited has informed the exchange about dissolution of Zomato South Africa Proprietary (Pty) Ltd, step down subsidiary of the Company located in South Africa.","13-Jan-2022 22:46:19","2022-01-13 22:46:19","13-Jan-2022 22:46:24","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_13012022224619_Zomatointimation.pdf"
"ETERNAL","ETERNAL LIMITED","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Zomato Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","13-Jan-2022 20:45:37","2022-01-13 20:45:37","13-Jan-2022 20:45:43","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_13012022204537_ZomatoIntimationtoStockExchangeReg74.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","31-Dec-2021 16:10:53","2021-12-31 16:10:53","31-Dec-2021 16:10:58","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_31122021161053_InsiderTradingIntimationtostockexchange.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange that Company has yesterday been served with a copy of a writ petition filed by the Indian Federation of APP-Based Transport Workers (IFAT) in the nature of a public interest litigation before the Hon ble Supreme Court of India. ''.","22-Dec-2021 17:03:31","2021-12-22 17:03:31","22-Dec-2021 17:03:37","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_22122021170331_ZomatoIntimationUpdates.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the Exchange that Company has completed acquisition of 7.89% of the share capital of Bigfoot Retail Solutions Private Limited","17-Dec-2021 22:44:03","2021-12-17 22:44:03","17-Dec-2021 22:44:07","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_17122021224403_Zomato_shiprocket.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Appointment of Ms. Anjalli Ravi Kumar and Mr. Nitin Savara'.","14-Dec-2021 11:39:22","2021-12-14 11:39:22","14-Dec-2021 11:39:28","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_14122021113922_ZomatoApptofNitinandAnjalli.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'dissolution of Zomato Media Private Limited, step down subsidiary of the Company'.","08-Dec-2021 22:45:46","2021-12-08 22:45:46","08-Dec-2021 22:45:52","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_08122021224546_ZL_Intimation_Singapore_Deregistration.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Updates on acquisition & divestment'.","02-Dec-2021 19:20:11","2021-12-02 19:20:11","02-Dec-2021 19:20:15","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_02122021192011_ZL_Intimation_Curefit.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the Exchange about the proposed acquisition of 6.38% of the share capital of Curefit Healthcare Private Limited and the  proposed divestment by way of sale of 100% of the share capital of Jogo Technologies Private Limited by the Company.","29-Nov-2021 22:18:11","2021-11-29 22:18:11","29-Nov-2021 22:18:17","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_29112021221811_ZomatoIntimationCurefitFitSo.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the Exchange that acquisition in Samast Technologies Private Limited  has been completed on November 23, 2021.","23-Nov-2021 23:27:21","2021-11-23 23:27:21","23-Nov-2021 23:27:27","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_23112021232721_ZLIntimationMagicpinacquisition.pdf"
"ETERNAL","ETERNAL LIMITED","Diversification/Disinvestment","Zomato Limited has informed the Exchange regarding initiation of striking off Zomato South Africa Proprietary (Pty) Ltd, step down subsidiary of the Company.","23-Nov-2021 22:42:53","2021-11-23 22:42:53","23-Nov-2021 22:42:59","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_23112021224253_ZL_Intimation_SA_Deregistration.pdf"
"ETERNAL","ETERNAL LIMITED","Diversification/Disinvestment","Zomato Limited has informed the Exchange about dissolution of Zomato UK Limited, step down subsidiary of the Company  effective from November 16, 2021","17-Nov-2021 19:32:39","2021-11-17 19:32:39","17-Nov-2021 19:32:42","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_17112021193239_ZLIntimationStrikeoff.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the exchange about copy of Newspaper Publication of un-audited financial results for the quarter and half year ended September 30, 2021","14-Nov-2021 22:36:39","2021-11-14 22:36:39","14-Nov-2021 22:36:44","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_14112021223639_ZomatoIntimationNewspaperpublication.pdf"
"ETERNAL","ETERNAL LIMITED","Monitoring Agency Report","Dear Sirs/ Ma'am,Please find enclosed herewith the Monitoring Agency Report ('said report') in respect of utilization of proceeds of the Initial Public Offer of the Company for the quarter ended September 30, 2021, issued by the Kotak Mahindra Bank Limited, Monitoring Agency.RegardsSandhya","12-Nov-2021 17:36:21","2021-11-12 17:36:21","12-Nov-2021 17:36:29","00:00:08","https://nsearchives.nseindia.com/corporate/ZOMATO_12112021173621_ZomatoMonitoringAgencyReport.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the Exchange about proposed investments and divestment by the Company.","10-Nov-2021 20:06:54","2021-11-10 20:06:54","10-Nov-2021 20:07:00","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_10112021200654_ZomatolimitedIntimationAcquistion.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates","Zomato Limited has submitted to the Exchange, the financial results for the period ended September 30, 2021.","10-Nov-2021 19:56:01","2021-11-10 19:56:01","10-Nov-2021 19:58:04","00:02:03","https://nsearchives.nseindia.com/corporate/ZomatoLimitedQ2FY22ShareholdersLetterandResults_10112021195601.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Shutting down of operations of branch of Zomato Ireland Limited, wholly owned subsidiary of the Company located in Lebanon'.","27-Oct-2021 16:58:44","2021-10-27 16:58:44","27-Oct-2021 16:58:48","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_27102021165844_ZLIntimationClosureofOperationsLebanonBranch.pdf"
"ETERNAL","ETERNAL LIMITED","Allotment of Securities","Zomato Limited has informed the Exchange regarding allotment of 26210400 securities pursuant to ESOP/ESPS at its meeting held on October 25, 2021","25-Oct-2021 21:11:44","2021-10-25 21:11:44","25-Oct-2021 21:11:48","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_25102021211144_ZLIntimationAllotmentunderESOP.pdf"
"ETERNAL","ETERNAL LIMITED","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Zomato Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","14-Oct-2021 14:35:32","2021-10-14 14:35:32","14-Oct-2021 14:35:37","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_14102021143532_ZomatoCertificateRegulation74ofSEBIDPRegulations.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Sep-2021 19:04:15","2021-09-30 19:04:15","30-Sep-2021 19:04:19","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_30092021190415_Zomatotradingwindowclosure.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has informed the Exchange that there was a typographical error in the intimation submitted earlier today with respect to results of postal ballot.��Hence the Company has submitted revised intimation with a copy Scrutinizer report of Postal Ballot and copy of voting results. Exchange is requested to consider the same.","20-Sep-2021 17:17:32","2021-09-20 17:17:32","20-Sep-2021 17:17:36","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_20092021171732_ZomatoIntimationVotingResults.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has submitted the Exchange a copy Scrutinizer report of�� Postal Ballot. Further, the company has informed the Exchange regarding voting results.This is for your information and records.","20-Sep-2021 15:35:24","2021-09-20 15:35:24","20-Sep-2021 15:35:27","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_20092021153524_ZomatoIntimationVotingResults.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Zomato cofounder Gaurav Gupta quits two months after IPO.  The response from the Company is attached.","20-Sep-2021 09:40:00","2021-09-20 09:40:00","20-Sep-2021 09:40:36","00:00:36","https://nsearchives.nseindia.com/corporate/ZOMATO_20092021094030_ZL_Clarification_NSE_Survillenace.pdf"
"ETERNAL","ETERNAL LIMITED","News Verification","The Exchange has sought clarification from Zomato Limited with respect to recent news item captioned Zomato cofounder Gaurav Gupta quits two months after IPO.  The response from the Company is awaited.","17-Sep-2021 21:13:00","2021-09-17 21:13:00","17-Sep-2021 21:13:22","00:00:22","-"
"ETERNAL","ETERNAL LIMITED","Diversification/Disinvestment","Zomato Limited has informed the exchange regarding initiation of striking off in following step down subsidiaries of the Company:a) Zomato Media Private Limited located in Singapore; andb) Zomato UK Limited, located in United Kingdom","01-Sep-2021 22:24:15","2021-09-01 22:24:15","01-Sep-2021 22:24:20","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_01092021222415_ZomatoIntimationSDSStrikeoff.pdf"
"ETERNAL","ETERNAL LIMITED","Diversification/Disinvestment","Zomato Limited has informed the Exchange regarding dissolution and winding up of Zomato USA LLC, step down subsidiary of the Company","19-Aug-2021 20:15:48","2021-08-19 20:15:48","19-Aug-2021 20:15:54","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_19082021201547_ZomatoIntimationZomatoUSALLC.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the Exchange about Copy of Newspaper Publication on August 18, 2021 for the Postal Ballot Notice dated August 16, 2021","18-Aug-2021 18:36:23","2021-08-18 18:36:23","18-Aug-2021 18:36:29","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_18082021183623_ZomatoIntimationNewspaperPublicationPostalBallot.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the Exchange about acquisition of (i) 9.16% of shareholding on a fully diluted basis in Grofers India Private Limited for a consideration of INR 5,182,155,000/- and (ii) 8.94% of shareholding on fully diluted basis in Hands on Trades Private Limited for a consideration of INR 2,228,359,140/-","18-Aug-2021 18:25:57","2021-08-18 18:25:57","18-Aug-2021 18:26:00","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_18082021182557_Zomato_Intimation_Investment_Grofers.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has informed the Exchange regarding Notice of Postal Ballot","16-Aug-2021 18:28:41","2021-08-16 18:28:41","16-Aug-2021 18:28:57","00:00:16","https://nsearchives.nseindia.com/corporate/ZOMATO_16082021182841_ZomatoIntimationPostalBallot.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Zomato Limited has informed the Exchange regarding approval of Competition Commission of India in relation to proposed investment by the Company in Grofers India Private Limited and Hands On Trades Private Limited'.","13-Aug-2021 23:09:08","2021-08-13 23:09:08","13-Aug-2021 23:09:12","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_13082021230908_Zomato_Intimation__CCI.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the Exchange about Copy of Newspaper Publication of un-audited financial results for the quarter ended June 30, 2021","12-Aug-2021 13:27:55","2021-08-12 13:27:55","12-Aug-2021 13:28:30","00:00:35","https://nsearchives.nseindia.com/corporate/ZOMATO_12082021132755_ZomatoIntimationNewspaperpublication.pdf"
"ETERNAL","ETERNAL LIMITED","Diversification/Disinvestment","Zomato Limited has informed the Exchange Zomato Inc, Step down subsidiary of the Company has entered stock purchase agreement for sale of shares held by Zomato Inc of Nextable Inc. another step down subsidiary of the Company","11-Aug-2021 18:06:09","2021-08-11 18:06:09","11-Aug-2021 18:06:19","00:00:10","https://nsearchives.nseindia.com/corporate/ZOMATO_11082021180609_ZomatoLimitedIntimationDisposal.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates","Zomato Limited has submitted to the Exchange, the financial results for the period ended June 30, 2021.","10-Aug-2021 19:36:47","2021-08-10 19:36:47","10-Aug-2021 19:38:03","00:01:16","https://nsearchives.nseindia.com/corporate/Q1FY22ShareholdersLetterandResults_10082021193647.pdf"
"ETERNAL","ETERNAL LIMITED","Acquisition","Zomato Limited has informed the exchange about incorporation of Zomato Payments Private Limited, wholly owned subsidiary of the Company","04-Aug-2021 21:31:09","2021-08-04 21:31:09","04-Aug-2021 21:31:16","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_04082021213109_Intimation_Incorporation.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","23-Jul-2021 12:26:44","2021-07-23 12:26:44","23-Jul-2021 12:26:56","00:00:12","https://nsearchives.nseindia.com/corporate/ZOMATO_23072021122644_ZomatoIntimationTradingWindowClosure.pdf"
